DATA,RESOLUÇÃO,CTT,,DEMANDA,ESCRITÓRIO,ATIVO/RECEPTIVO,DIRETOR,BANCO,COD,  RESPONSAVEL,SITUAÇÃO,0,,,,,,,,,
08/01/2025,09/01/2025,227433,2,"7.000,00",TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,09/01/2025,164105,1,valores,TICKET,RECEPTIVO,LEANDRO,ITAÚ,410,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,09/01/2025,220568,1,"7.300,00",TICKET,RECEPTIVO,LEANDRO,ITAÚ,401,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,09/01/2025,238124,2,valores,TICKET,RECEPTIVO,ADRIANO,ITAÚ,401,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,09/01/2025,223615,1,"R$7.000,00",AVULSO,RECEPTIVO,ADRIANO,PANAMERICANO,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,09/01/2025,158090,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SAFRA,,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,08/01/2025,188098,4,"R$ 21.000,00",MATEUS BRASILIA,ATIVO,LEANDRO,ITAÚ,,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,09/01/2025,179045,,"R$10.000,00",VANESSA JOINVILLE,RECEPTIVO,ADRIANO,BRADESCO,222,ALINE SALVADOR,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,09/01/2025,211515,1,"R$7.000,00",ANGELICA ITAJAI,RECEPTIVO,ADRIANO,PANAMERICANO,,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,09/01/2025,228147,4,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,313.1,KATIA,RESOLVIDO,,,,,,,,,,
09/01/2025,09/01/2025,219767,,VALORES,RAILANA FLORIANOPOLIS,RECEPTIVO,ADRIANO,HYUNDAI,8000,ALINE SALVADOR,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,09/01/2025,237704,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,314,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,09/01/2025,217123,1,50% A 80%,RECEPTIVO,RECEPTIVO,ADRIANO,SANTANDER,301,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,09/01/2025,104938,3,VALORES,AVULSO,RECEPTIVO,LEANDRO,PANAMERICANO,505,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,09/01/2025,155597,1,VALORES,RECEPTIVO,RECEPTIVO,ADRIANO,PANAMERICANO,516,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,09/01/2025,229104,1,VALORES,RECEPTIVO,RECEPTIVO,REVERSÃO,PANAMERICANO,516,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,09/01/2025,193746,1,VALORES,AVULSO,RECEPTIVO,ADRIANO,BV FINANCEIRA,112.1,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,09/01/2025,176199,1,VALORES,RECEPTIVO,RECEPTIVO,ADRIANO,PANAMERICANO,516,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,09/01/2025,181309,1,VALORES,AVULSO,RECEPTIVO,ADRIANO,RENNER,4019,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,09/01/2025,182250,1,VALORES,RECEPTIVO,RECEPTIVO,LEANDRO,SANTANDER,310,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,08/01/2025,197281,3,"R$6.000,00",AVULSO,RECEPTIVO,LEANDRO,SANTANDER,310,KATIA,RESOLVIDO,EM ACORDO,,,,,,,,,
30/12/2024,9/1/2025,221200,2,"R$ 7.800,00",BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,BRADESCO,212,VICTOR ADRIANO,RESOLVIDO,AGUARDANDO PROCURAÇÃO,,,IZABEL,8,,,,,
02/01/2025,07/01/2025,120618,1,"10.000,00",TICKET,RECEPTIVO,ADRIANO,BRADESCO,208.5,ALANA,RESOLVIDO,AGUARDANDO A ANÁLISE,,,,,,,,,
02/01/2025,09/01/2025,203590,1,50% A 80%,"JUIZ DE FORA, MG",ATIVO,LEANDRO,ITAÚ,BANCO,GREICY,RESOLVIDO,AGUARDANDO PROCURAÇÃO,,,,,,,,,
02/01/2025,09/01/2025,199893,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,OMNI,BANCO,GREICY,RESOLVIDO,AGUARDANDO PROCURAÇÃO,,,,,,,,,
02/01/2025,07/01/2025,196926,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,GMAC,903,KATIA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
06/01/2025,10/01/2025,192549,1,"R$ 8.400,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,RENNER,4012 - tabor,MONYZA,RESOLVIDO,AGUARDANDO COMPROVANTE,,,,,,,,,
06/01/2025,10/01/2025,61661,1,"R$ 11.000,00",RECEPTIVO,RECEPTIVO,LEANDRO,BRADESCO,252.4,ALINE SALVADOR,RESOLVIDO,SEM DESCONTO,,,,,,,,,
07/01/2025,10/01/2025,194961,2,"R$ 8.500,00",RECEPTIVO,RECEPTIVO,LEANDRO,PANAMERICANO,504,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
07/01/2025,10/01/2024,234191,1,VALORES,,RECEPTIVO,ADRIANO,PANAMERICANO,504,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
02/01/2025,10/01/2025,191307,1,"R$ 6.000,00",LEANDRO JUIZ DE FORA,RECEPTIVO,LEANDRO,BV FINANCEIRA,105,LETICIA,RESOLVIDO,AGUARDANDO A ANÁLISE,,,,,,,,,
08/01/2025,10/01/2025,178440,2,"R$ 4.500,00",TICKET,RECEPTIVO,LEANDRO,BV FINANCEIRA,104,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,10/01/2024,196319,1,"R$ 6.877,00",MARCELO NOVO HAMBURGO,,ADRIANO,BV FINANCEIRA,101,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
09/01/2025,10/01/2024,210518,2,REVALIDAR BOLETO,AVULSO,RECEPTIVO,ADRIANO,BRADESCO,318,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
09/01/2025,10/01/2024,188146,2,SOLICITAR BOLETO,JANNE TERESINA,RECEPTIVO,LEANDRO,SANTANDER,314.1,AMANDA SANTANA,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
09/01/2025,10/01/2025,188098,4,SOLICITAR BOLETO E CONTATA CLIENTE,MATEUS BRASILIA,RECEPTIVO,,ITAÚ,,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,149523,1,50% A 80%,"APARECIDA DE GOIÂNIA, GO",ATIVO,LEANDRO,BV FINANCEIRA,115,AMANDA SANTANA,RESOLVIDO,QUITADO CLIENTE,,,IZABEL,8,,,,,
02/01/2025,10/01/2025,109778,1,50% A 80%,"TRINDADE, GO",ATIVO,LEANDRO,ITAÚ,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,161584,1,50% A 80%,"TRINDADE, GO",ATIVO,LEANDRO,BV FINANCEIRA,BANCO,AMANDA SANTANA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,10/01/2025,165150,2,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,AMANDA SANTANA,RESOLVIDO,AT DE PARCELAS,,,,,,,,,
02/01/2025,10/01/2025,173138,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BRADESCO,222,VITORIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,159322,1,50% A 80%,"GOIÂNIA, CENTRO, GO",ATIVO,LEANDRO,ITAÚ,EMPRÉSTIMO,MARIA BRUNA,RESOLVIDO,REFINANCIAMENTO,,,,,,,,,
02/01/2025,10/01/2025,217843,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,SANTANDER,EMPRÉSTIMO,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,217944,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,BRADESCO,259,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,216726,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,RCI,,JULIANA,RESOLVIDO,AT DE PARCELAS,,,,,,,,,
02/01/2025,10/01/2025,196687,2,50% A 80%,REVERSÃO,ATIVO,FECHADO,RENNER,05132843100,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,125671,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,RCI,1001,JULIANA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
02/01/2025,10/01/2025,178533,2,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,108,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,215474,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,RENNER,,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,177753,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4019,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,210147,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,ITAÚ,436,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
03/01/2025,10/01/2025,227432,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,RCI,BANCO,JULIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
4/1/2024,10/01/2025,178229,1,valores,TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,517.1,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
07/01/2025,10/01/2025,197151,1,"6.000,00 + capital financeira",MARCOS BRASILIA,RECEPTIVO,ADRIANO,ITAÚ,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
07/01/2025,10/01/2025,193848,1,valores,TICKET,RECEPTIVO,LEANDRO,ITAÚ,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,10/01/2025,217771,3,"R$ 4.000,00",JONATAM TRAMANDAI,,ADRIANO,PANAMERICANO,510,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,10/01/2025,234791,1,REFINANCIAMENTO,BRUNA NOVO HAMBURGO,RECEPTIVO,ADRIANO,OMNI,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,10/01/2025,163431,1,VALORES,JANNE TERESINA,ATIVO,LEANDRO,PANAMERICANO,512,BRUNO MARIANO,RESOLVIDO,APROVADO,,,,,,,,,
08/01/2025,10/01/2025,217604,1,valores,TICKET,RECEPTIVO,ADRIANO,BV FINANCEIRA,105,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,10/01/2025,234348,1,VALORES,MONITORAMENTO,RECEPTIVO,ADRIANO,SANTANDER,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
08/01/2025,10/01/2025,230345,1,"R$ 7.000,00",JONATAM TRAMANDAI,ATIVO,ADRIANO,PANAMERICANO,502.2,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,131627,1,"R$ 10.000,00",FRANKLIN NATAL,RECEPTIVO,ADRIANO,BRADESCO,214,IZABEL,RESOLVIDO,QUITADO EMPRESA,,,,,,,,,
09/01/2025,10/01/2025,224476,2,"R$ 10.000,00",EDUARDO VALPARAISO,RECEPTIVO,LEANDRO,SANTANDER,308,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,10/01/2025,219074,2,"R$ 5.000,00",EDUARDO VALPARAISO,RECEPTIVO,,SANTANDER,310,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,10/01/2025,225749,1,verificar se fez acordo,MONITORAMENTO,RECEPTIVO,,HYUNDAI,,GREICY,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
09/01/2025,10/01/2025,172573,1,"R$ 4.000,00",ANDERSON VITORIA,RECEPTIVO,,PANAMERICANO,,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,179804,4,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,RCI,1002.2,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,224156,4,"R$ 6.000,00",STELIO APG,RECEPTIVO,,PANAMERICANO,BANCO,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,10/01/2025,235152,1,"R$ 20.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,ADRIANO,BV FINANCEIRA,,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,10/01/2025,214833,1,"R$ 10.000,00",JONATAN NOVO HAMBURGO,RECEPTIVO,ADRIANO,OMNI,BANCO,BRUNO MARIANO,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,213536,1,valores,MONITORAMENTO,RECEPTIVO,,SANTANDER,360,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,219784,1,"R$ 7.000,00",ROSEMARI NOVO HAMBURGO,RECEPTIVO,ADRIANO,SANTANDER,301,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,180926,1,"R$ 13.000,00",MARCELO NOVO HAMBURGO,RECEPTIVO,,PANAMERICANO,,GREICY,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,204202,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,GMAC,903,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,10/01/2025,218542,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,312.1,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,194230,3,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,118850,1,VALORES,MONITORAMENTO,,,SAFRA,715,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,226170,1,"R$ 6.000,00",JONATAM TRAMANDAI,RECEPTIVO,LEANDRO,SANTANDER,,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,10/01/2025,228731,1,valores,TICKET,RECEPTIVO,ADRIANO,SANTANDER,312.1,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
09/01/2025,10/01/2025,210094,1,"R$ 4.000,00",AUDITORIA,RECEPTIVO,JULIO,PANAMERICANO,,IZABEL,RESOLVIDO,,,,,,,,,,
09/01/2025,10/01/2025,215843,1,VERIFICAR SE QUITOU,RECEPTIVO,RECEPTIVO,,SANTANDER,BANCO,KATIA,RESOLVIDO,QUITADO CLIENTE,,,,,,,,,
09/01/2025,10/01/2025,238734,1,VALORES,MONITORAMENTO,RECEPTIVO,LEANDRO,SANTANDER,310,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
10/01/2025,10/01/2025,180730,2,VALORES,RECEPTIVO,RECEPTIVO,LEANDRO,VOLKSWAGEN,608,ITAYNNARA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
10/01/2025,10/01/2025,106497,1,VALORES,NEL BELÉM,RECEPTIVO,LEANDRO,SAFRA,708.2,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
10/01/2025,10/01/2025,191411,1,VALORES,RECEPTIVO,RECEPTIVO,LEANDRO,VOLKSWAGEN,601,ADRIANO,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,225107,1,VALORES ligar para o cliente as 12 horas,OUVIDORIA,RECEPTIVO,ADRIANO,BV FINANCEIRA,102,ALINE SALVADOR,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,235636,1,VALORES,RECEPTIVO,RECEPTIVO,ADRIANO,SANTANDER,328,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
10/01/2025,10/01/2025,204819,1,VALORES,RAILANA FLORIANOPOLIS,RECEPTIVO,ADRIANO,SANTANDER,308,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,179804,4,"R$ 22.000,00",RECEPTIVO,RECEPTIVO,ADRIANO,RCI,1002,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,213368,1,"R$ 10.000,00",RAILANA FLORIANOPOLIS,RECEPTIVO,ADRIANO,HYUNDAI,8000,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,193272,2,VALORES,AVULSO,RECEPTIVO,ADRIANO,SANTANDER,310,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
10/01/2025,10/01/2025,179804,4,INFORMAÇÕES CLIENTE,RECEPTIVO,RECEPTIVO,REVERSÃO,RCI,1002,FABIANA,RESOLVIDO,INFORMAÇÕES,,,,,,,,,
10/01/2025,10/01/2025,184318,2,VALORES,AVULSO,RECEPTIVO,LEANDRO,BV FINANCEIRA,105,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,208051,1,valores,MONITORAMENTO,RECEPTIVO,,PANAMERICANO,536,KATIA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,144847,,valores,RECEPTIVO,RECEPTIVO,,PANAMERICANO,526,KATIA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,182590,2,VALOES,RECEPTIVO,RECEPTIVO,LEANDRO,PANAMERICANO,526,KATIA,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,218800,1,entrar em contato com o cliente,MATEUS BRASILIA,RECEPTIVO,LEANDRO,SANTANDER,,IZABEL,RESOLVIDO,APROVADO,,,,,,,,,
09/01/2025,10/01/2025,195354,3,"9.000,00",TICKET,RECEPTIVO,LEANDRO,PANAMERICANO,528,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,11/01/2025,193228,,"R$ 18.000,00",RECEPTIVO,RECEPTIVO,ADRIANO,PANAMERICANO,517.1,ALINE SALVADOR,RESOLVIDO,AGUARDANDO BOLETO,BOLETO REVALIDADO VEC. 10/01,,,,,,,,
10/01/2025,13/01/2025,200377,2,"R$ 11.500,00",MARCELO NOVO HAMBURGO,RECEPTIVO,,BV FINANCEIRA,106,ITAYNNARA,RESOLVIDO,APROVADO,,,,,,,,,
10/01/2025,10/01/2025,197281,3,REVALIDAÇÃO,,RECEPTIVO,,SANTANDER,310,KATIA,RESOLVIDO,EM ACORDO,,,,,,,,,
09/01/2025,10/01/2025,202013,2,VALORES,JANNE TERESINA,,,SANTANDER,313.1,KATIA,RESOLVIDO,,,,,,,,,,
02/01/2025,10/01/2025,113688,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BRADESCO,banco,MARIA BRUNA,RESOLVIDO,REFINANCIAMENTO,,,,,,,,,
02/01/2025,10/01/2025,222285,1,50% A 80%,"JUIZ DE FORA, MG",ATIVO,LEANDRO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,161808,1,50% A 80%,"VALPARAISO, GO",ATIVO,LEANDRO,BRADESCO,213.4,IZABEL,RESOLVIDO,APROVADO,Nao ta 209 nem 210,,,,,,,,
02/01/2025,10/01/2025,205199,3,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,BRADESCO,213.4,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,222933,1,50% Á 80%,FABIO NOVO HAMBURGO,ATIVO,ADRIANO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,181092,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,210,IZABEL,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,170920,1,50% A 80%,"GOIÂNIA, CENTRO, GO",ATIVO,LEANDRO,VOLKSWAGEN,602,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,185507,1,50% A 80%,"VITÓRIA, ES",ATIVO,LEANDRO,BRADESCO,BANCO,JULIANA,RESOLVIDO,,,,,,,,,,
02/01/2025,10/01/2025,164702,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BRADESCO,BANCO,IZABEL,RESOLVIDO,CANCELADO SEM FINALIZAR,,,,,,,,,
02/01/2025,10/01/2025,173094,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BRADESCO,banco,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,222455,1,50% A 80%,"TERESINA, JOQUEI, PI",ATIVO,LEANDRO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,204568,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,210933,1,50% A 80%,"JOINVILLE, SC",ATIVO,ADRIANO,BV FINANCEIRA,105,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,179153,1,50% A 80%,"RECIFE, PE",ATIVO,ADRIANO,BV FINANCEIRA,104,BRUNO MARIANO,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,218124,1,50% A 80%,"PORTO ALEGRE, CENTRO HISTÓRICO, RS",ATIVO,ADRIANO,ITAÚ,402,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,209920,1,50% A 80%,"PASSO FUNDO, RS",ATIVO,ADRIANO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,213685,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,BANCO,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,13/01/2025,222889,1,50% A 80%,"NATAL, RN",ATIVO,ADRIANO,BV FINANCEIRA,139,MARIA BRUNA,RESOLVIDO,CANCELADO,,,,,,,,,
02/01/2025,10/01/2025,202367,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,OMNI,,MARIA BRUNA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,215456,1,50% A 80%,"CAMPO GRANDE, MS",ATIVO,LEANDRO,BV FINANCEIRA,105,FABIANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,138372,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,SAFRA,702.1,MARIA BRUNA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,178496,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,102,FABIANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,201935,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,207254,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,PANAMERICANO,505,JULIA,RESOLVIDO,TRANSFERÊNCIA,,,,,,,,,
02/01/2025,13/01/2025,215176,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,13/01/2025,220233,1,50% A 80%,"CUIABÁ, LESTE, MT",ATIVO,LEANDRO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,13/01/2025,211565,1,50% A 80%,"TRAMANDAI, RS",ATIVO,ADRIANO,BV FINANCEIRA,102,AMANDA SANTANA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,222351,1,50% A 80%,REVERSÃO,ATIVO,FECHADO,PANAMERICANO,505,JULIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,136756,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BRADESCO,Agência,JULIA,RESOLVIDO,AGÊNCIA,,,,,,,,,
02/01/2025,10/01/2025,186262,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,RENNER,4012,GREICY,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,13/01/2025,191880,1,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,BV FINANCEIRA,105,GREICY,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,10/01/2025,196206,2,50% A 80%,"NOVO HAMBURGO, CENTRO, RS",ATIVO,ADRIANO,PANAMERICANO,BANCO,GREICY,RESOLVIDO,,,,,,,,,,
02/01/2025,10/01/2025,202672,2,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BRADESCO,255.1,VITORIA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
02/01/2025,10/01/2025,204750,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,PANAMERICANO,514,MONYZA,RESOLVIDO,APROVADO,,,,,,,,,
02/01/2025,13/01/2025,208780,1,50% A 80%,"Novo Hamburgo, Centro, RS",ATIVO,ADRIANO,BV FINANCEIRA,108.1,GREICY,RESOLVIDO,APROVADO,,,,,,,,,
06/01/2025,10/01/2025,225709,1,"R$ 4.000,00",DAKINE JARAGUA,RECEPTIVO,,PANAMERICANO,512,MONYZA,RESOLVIDO,SEM DESCONTO,,,,,,,,,
06/01/2025,10/01/2025,218426,1,VALORES,MONITORAMENTO,RECEPTIVO,,HYUNDAI,8000,JULIA,RESOLVIDO,APROVADO,,,,,,,,,
06/01/2025,13/01/2025,228663,1,VALORES,OUVIDORIA,RECEPTIVO,ADRIANO,BV FINANCEIRA,BANCO,FABIANA,RESOLVIDO,CANCELADO,,,,,,,,,
06/01/2025,10/01/2025,64367,1,valores,TICKET,RECEPTIVO,LEANDRO,BRADESCO,208,JULIANA,RESOLVIDO,APROVADO,,,,,,,,,
